khasra_no,village,project,stage,sec_11_date,days_elapsed_sec11,statutory_days_left,unpartitioned_khata,court_stay,forest_clearance,circle_to_market_ratio,disbursement_pct,delay_days,risk_tier,status_color
KH-668/2,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-07-13,172,193,0,0,Approved,1.07,0.0,35,Medium,yellow
KH-488/6,Mehrauli Dehat,NH-44 Expansion,Section 11 (Notice),2024-08-28,126,239,0,0,Pending,0.97,0.0,124,High,red
KH-929/1,Shahpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-04-30,246,119,0,0,Pending,0.77,0.0,89,Medium,yellow
KH-310/6,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2023-12-16,382,-17,0,0,Not Required,1.09,52.4,21,Low,green
KH-230/5,Rampur,Dedicated Freight Corridor,Possession Taken,2024-11-20,42,323,0,0,Approved,0.4,100.0,92,High,green
KH-981/5,Shahpur,NH-44 Expansion,Section 15 (Hearing),2024-05-10,236,129,0,0,Pending,0.89,0.0,96,High,red
KH-515/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-04-18,258,107,1,0,Not Required,0.5,0.0,243,Critical,red
KH-527/3,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-12-12,20,345,0,0,Not Required,0.45,0.0,35,Medium,yellow
KH-925/7,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-05-14,232,133,0,1,Not Required,0.84,100.0,266,Critical,green
KH-560/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-05-14,232,133,0,0,Not Required,0.82,0.0,13,Low,green
KH-342/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Possession Taken,2024-02-26,310,55,1,0,Approved,0.66,100.0,99,High,green
KH-215/8,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2023-12-10,388,-23,0,0,Not Required,0.91,0.0,13,Low,green
KH-180/9,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2024-04-20,256,109,0,0,Approved,0.84,0.0,12,Low,green
KH-800/9,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-11-20,42,323,0,0,Not Required,1.03,100.0,0,Low,green
KH-564/9,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2024-06-20,195,170,0,0,Pending,1.07,81.9,49,Medium,yellow
KH-711/5,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2024-01-30,337,28,1,1,Not Required,0.73,0.0,528,Critical,red
KH-393/8,Rampur,Delhi-Amritsar Expressway,Possession Taken,2024-11-08,54,311,0,0,Not Required,1.0,100.0,0,Low,green
KH-387/5,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2023-12-04,394,-29,1,0,Not Required,0.48,0.0,312,Critical,red
KH-478/3,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-09-16,107,258,0,0,Approved,0.96,86.0,0,Low,green
KH-248/3,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-19,409,-44,0,0,Not Required,0.67,72.9,6,Low,green
KH-691/6,Rampur,Dedicated Freight Corridor,Section 11 (Notice),2024-11-21,41,324,0,0,Pending,0.52,0.0,139,High,red
KH-870/9,Kalyanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-04-19,257,108,1,0,Not Required,0.58,23.6,163,High,red
KH-491/6,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-03-20,287,78,1,0,Not Required,0.85,0.0,153,High,red
KH-379/6,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-08-09,145,220,1,0,Pending,0.86,0.0,257,Critical,red
KH-851/4,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-07-10,175,190,0,0,Approved,0.78,0.0,26,Low,green
KH-112/7,Rampur,NH-44 Expansion,Award Enquiry,2024-06-21,194,171,1,0,Approved,0.55,14.9,173,High,red
KH-222/2,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-01-16,351,14,0,0,Not Required,0.93,72.1,9,Low,green
KH-213/3,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2024-01-14,353,12,1,0,Approved,1.06,27.4,147,High,red
KH-783/6,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-29,156,209,0,0,Approved,0.94,0.0,0,Low,green
KH-161/5,Shahpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-06,240,125,0,0,Not Required,0.45,0.0,60,Medium,yellow
KH-603/2,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-02-07,329,36,1,0,Not Required,0.85,0.0,152,High,red
KH-174/2,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2024-12-08,24,341,0,0,Approved,1.03,39.7,5,Low,green
KH-816/6,Mehrauli Dehat,NH-44 Expansion,Possession Taken,2023-12-21,377,-12,1,0,Not Required,1.06,100.0,151,High,green
KH-845/2,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-06-04,211,154,0,0,Approved,1.07,0.0,15,Low,green
KH-680/9,Bhatinda Khurd,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-26,220,145,0,0,Not Required,0.44,94.8,63,Medium,yellow
KH-448/2,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-01-21,346,19,1,0,Approved,0.54,24.4,199,Critical,red
KH-209/6,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2023-12-07,391,-26,0,0,Not Required,0.53,32.3,59,Medium,yellow
KH-600/7,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-03-19,288,77,0,0,Approved,1.08,82.8,0,Low,green
KH-838/1,Mehrauli Dehat,NH-44 Expansion,Section 15 (Hearing),2023-10-31,428,-63,0,0,Not Required,0.86,0.0,9,Low,green
KH-991/9,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-11-29,33,332,1,0,Not Required,0.91,0.0,159,High,red
KH-733/1,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-09-20,103,262,1,0,Approved,0.84,0.0,138,High,red
KH-725/3,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-10-20,73,292,1,0,Approved,0.75,0.0,131,High,red
KH-536/6,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-10-17,76,289,0,0,Pending,1.08,67.4,44,Medium,yellow
KH-272/6,Sultanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-08-15,139,226,0,0,Not Required,1.05,32.6,13,Low,green
KH-116/8,Rampur,NH-44 Expansion,Section 11 (Notice),2024-09-17,106,259,0,0,Pending,1.05,0.0,139,High,red
KH-526/8,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-10-05,88,277,0,0,Not Required,0.85,0.0,1,Low,green
KH-278/1,Sultanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-02-08,328,37,1,0,Not Required,1.07,27.0,120,High,red
KH-642/2,Sultanpur,Dedicated Freight Corridor,Possession Taken,2024-04-02,274,91,1,0,Pending,0.55,100.0,322,Critical,green
KH-915/3,Fatehpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-09-18,105,260,1,0,Approved,0.51,37.3,177,High,red
KH-357/6,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-10-25,68,297,0,0,Approved,0.92,0.0,14,Low,green
KH-218/2,Kalyanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-02-25,311,54,1,0,Not Required,0.63,100.0,107,High,green
KH-333/2,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-06-08,207,158,0,1,Pending,1.02,0.0,260,Critical,red
KH-546/3,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-06-02,213,152,0,0,Not Required,0.66,0.0,0,Low,green
KH-467/5,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-12-01,31,334,1,0,Not Required,0.88,0.0,90,High,red
KH-576/8,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-08-27,127,238,0,0,Approved,1.02,69.2,20,Low,green
KH-726/3,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-05-21,225,140,0,0,Approved,1.0,0.0,0,Low,green
KH-705/8,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-12-10,22,343,0,0,Approved,0.91,77.9,0,Low,green
KH-693/4,Sultanpur,Delhi-Amritsar Expressway,Possession Taken,2024-12-15,17,348,1,0,Approved,0.69,100.0,72,Medium,green
KH-887/9,Rampur,PMGSY Phase-3 Link Road,Possession Taken,2024-05-30,216,149,0,0,Not Required,0.74,100.0,0,Low,green
KH-671/1,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-10-11,82,283,0,0,Pending,0.65,0.0,79,Medium,yellow
KH-591/5,Kalyanpur,PMGSY Phase-3 Link Road,Possession Taken,2023-12-01,397,-32,0,0,Pending,0.81,100.0,87,Medium,green
KH-820/7,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2023-12-23,375,-10,0,0,Approved,0.84,85.9,0,Low,green
KH-536/5,Fatehpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-02-04,332,33,0,0,Not Required,1.02,0.0,6,Low,green
KH-790/6,Rampur,NH-44 Expansion,Award Enquiry,2024-06-13,202,163,1,0,Not Required,0.73,6.4,117,High,red
KH-168/9,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-06-29,186,179,1,0,Approved,0.57,0.0,180,Critical,red
KH-694/4,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-06-20,195,170,0,1,Not Required,1.03,62.7,251,Critical,red
KH-453/8,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2023-12-20,378,-13,0,0,Not Required,0.77,83.6,18,Low,green
KH-476/2,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-11-06,56,309,1,1,Not Required,0.67,0.0,325,Critical,red
KH-251/8,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-01-31,336,29,0,0,Pending,0.42,100.0,175,High,green
KH-455/7,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2024-09-12,111,254,0,0,Not Required,0.44,86.7,76,Medium,yellow
KH-443/7,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-04-13,263,102,1,0,Approved,0.82,29.4,157,High,red
KH-235/5,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-04-14,262,103,0,0,Not Required,0.66,0.0,0,Low,green
KH-251/6,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-02-05,331,34,0,0,Approved,1.05,0.0,7,Low,green
KH-279/3,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-11-26,36,329,0,0,Approved,1.1,0.0,3,Low,green
KH-478/3,Kalyanpur,NH-44 Expansion,Section 19 (Declaration),2024-06-24,191,174,0,0,Approved,0.5,59.1,55,Medium,yellow
KH-125/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-07-07,178,187,1,0,Pending,0.51,39.0,322,Critical,red
KH-396/3,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-12-31,367,-2,0,0,Not Required,0.48,61.1,26,Low,green
KH-415/1,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-06-18,197,168,0,0,Approved,0.46,33.6,69,Medium,yellow
KH-900/5,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-03-17,290,75,1,0,Not Required,0.99,0.0,180,Critical,red
KH-624/7,Kalyanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-13,323,42,0,0,Not Required,0.82,91.3,16,Low,green
KH-251/7,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-12-11,21,344,0,0,Approved,0.6,52.8,10,Low,green
KH-925/7,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-10-17,442,-77,1,1,Pending,0.81,0.0,360,Critical,red
KH-704/7,Rampur,NH-44 Expansion,Award Enquiry,2024-01-25,342,23,0,0,Approved,1.04,56.9,4,Low,green
KH-873/3,Kalyanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-07-22,163,202,1,0,Not Required,0.79,6.5,140,High,red
KH-672/8,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-09-30,93,272,1,0,Approved,0.58,0.0,253,Critical,red
KH-394/7,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-12-03,29,336,0,0,Not Required,0.48,0.0,55,Medium,yellow
KH-713/6,Sultanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-05-08,238,127,0,0,Not Required,1.01,100.0,6,Low,green
KH-810/2,Bhatinda Khurd,NH-44 Expansion,Section 19 (Declaration),2024-09-25,98,267,1,0,Approved,0.81,10.1,160,High,red
KH-267/1,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2024-01-27,340,25,0,1,Not Required,1.04,53.1,209,Critical,red
KH-178/9,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-02-15,321,44,0,0,Pending,0.93,0.0,187,Critical,red
KH-965/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-03-19,288,77,0,0,Not Required,0.81,0.0,0,Low,green
KH-596/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-08-28,126,239,0,0,Not Required,0.51,0.0,63,Medium,yellow
KH-638/9,Fatehpur,NH-44 Expansion,Award Enquiry,2024-04-26,250,115,1,0,Not Required,1.04,9.1,126,High,red
KH-419/6,Kalyanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-03-25,282,83,1,0,Not Required,0.93,100.0,120,High,green
KH-862/2,Kalyanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2023-12-31,367,-2,0,0,Approved,0.56,0.0,44,Medium,yellow
KH-214/2,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-11-26,36,329,1,1,Not Required,0.54,6.1,530,Critical,red
KH-783/1,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-02-13,323,42,0,0,Not Required,0.54,0.0,144,High,red
KH-192/3,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-06-22,193,172,0,1,Not Required,0.65,100.0,296,Critical,green
KH-617/2,Rampur,NH-44 Expansion,Possession Taken,2024-08-28,126,239,0,0,Not Required,0.9,100.0,0,Low,green
KH-289/8,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2023-10-17,442,-77,1,0,Not Required,0.65,0.0,133,High,red
KH-517/2,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2024-04-23,253,112,0,0,Pending,0.48,0.0,166,High,red
KH-670/1,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-10-19,74,291,0,0,Not Required,0.67,59.7,19,Low,green
KH-961/8,Kalyanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-05-12,234,131,0,1,Not Required,0.53,34.5,372,Critical,red
KH-505/8,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-10-05,88,277,1,1,Approved,0.68,0.0,340,Critical,red
KH-303/6,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-08-20,134,231,1,0,Not Required,0.99,0.0,133,High,red
KH-695/5,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-04-18,258,107,0,0,Pending,0.87,91.8,91,High,red
KH-565/2,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-04-07,269,96,0,0,Not Required,0.56,91.3,65,Medium,yellow
KH-795/6,Kalyanpur,Dedicated Freight Corridor,Possession Taken,2024-02-02,334,31,0,0,Pending,0.47,100.0,178,High,green
KH-911/8,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2024-04-10,266,99,0,0,Not Required,0.75,65.3,17,Low,green
KH-118/1,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-05-01,245,120,0,0,Not Required,0.62,54.5,0,Low,green
KH-670/5,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2024-05-11,235,130,1,0,Approved,0.49,30.1,207,Critical,red
KH-667/9,Sultanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-03-05,302,63,0,0,Approved,1.0,62.9,0,Low,green
KH-486/6,Shahpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-11-16,46,319,0,0,Approved,0.42,32.9,52,Medium,yellow
KH-127/6,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-06-24,191,174,0,0,Not Required,1.09,56.8,0,Low,green
KH-340/5,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-07-14,171,194,0,1,Pending,0.48,0.0,324,Critical,red
KH-984/7,Sultanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-12-07,25,340,1,0,Not Required,0.89,25.6,124,High,red
KH-686/2,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-12-30,368,-3,1,0,Not Required,0.87,0.0,232,Critical,red
KH-783/6,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-08,238,127,0,0,Not Required,0.54,71.3,67,Medium,yellow
KH-394/5,Rampur,Dedicated Freight Corridor,Possession Taken,2024-05-26,220,145,0,0,Not Required,0.96,100.0,13,Low,green
KH-706/6,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2023-11-03,425,-60,0,0,Not Required,0.77,100.0,0,Low,green
KH-178/5,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2024-01-13,354,11,1,0,Not Required,0.78,12.0,127,High,red
KH-787/9,Kalyanpur,NH-44 Expansion,Possession Taken,2024-09-13,110,255,1,0,Pending,0.8,100.0,205,Critical,green
KH-645/7,Sultanpur,NH-44 Expansion,Possession Taken,2024-09-06,117,248,0,0,Pending,0.65,100.0,42,Medium,green
KH-883/5,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-07-07,178,187,1,0,Not Required,1.0,36.9,158,High,red
KH-943/5,Fatehpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-01-01,366,-1,0,1,Approved,0.82,56.4,190,Critical,red
KH-597/9,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-09-05,118,247,0,0,Approved,0.51,0.0,40,Medium,yellow
KH-759/1,Fatehpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-11-19,43,322,1,0,Approved,1.0,0.0,93,High,red
KH-165/7,Bhatinda Khurd,NH-44 Expansion,Award Enquiry,2023-10-15,444,-79,1,0,Approved,0.91,9.9,107,High,red
KH-223/9,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2024-11-01,61,304,0,0,Approved,0.57,37.9,54,Medium,yellow
KH-499/4,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-10-24,69,296,0,0,Not Required,0.52,0.0,59,Medium,yellow
KH-703/1,Mehrauli Dehat,Dedicated Freight Corridor,Section 11 (Notice),2024-07-08,177,188,1,0,Not Required,0.78,0.0,137,High,red
KH-941/5,Rampur,NH-44 Expansion,Section 11 (Notice),2023-12-30,368,-3,1,0,Not Required,1.04,0.0,260,Critical,red
KH-416/6,Shahpur,NH-44 Expansion,Possession Taken,2024-08-18,136,229,1,1,Not Required,1.0,100.0,308,Critical,green
KH-361/5,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-09-01,122,243,1,0,Not Required,1.0,10.6,174,High,red
KH-885/7,Shahpur,NH-44 Expansion,Section 19 (Declaration),2024-11-06,56,309,0,1,Approved,0.98,91.1,262,Critical,red
KH-939/2,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-04-02,274,91,0,0,Approved,0.45,57.4,91,High,red
KH-128/1,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2023-11-08,420,-55,0,1,Pending,0.85,30.2,289,Critical,red
KH-213/3,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-01-01,366,-1,0,1,Not Required,0.69,100.0,221,Critical,green
KH-236/5,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-09-07,116,249,1,0,Approved,0.46,17.9,243,Critical,red
KH-573/4,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-05-26,220,145,0,1,Not Required,0.83,0.0,196,Critical,red
KH-114/9,Mehrauli Dehat,PMGSY Phase-3 Link Road,Award Enquiry,2024-10-18,75,290,0,0,Approved,0.56,43.2,51,Medium,yellow
KH-233/7,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-08-29,125,240,0,0,Pending,1.1,100.0,85,Medium,green
KH-284/7,Shahpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-22,163,202,0,0,Not Required,1.08,0.0,0,Low,green
KH-354/6,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-12-12,20,345,1,0,Approved,0.73,0.0,151,High,red
KH-317/7,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2024-08-08,146,219,1,0,Not Required,0.45,100.0,207,Critical,green
KH-720/1,Rampur,Dedicated Freight Corridor,Possession Taken,2024-02-04,332,33,1,0,Not Required,0.67,100.0,145,High,green
KH-672/1,Sultanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-09-22,101,264,0,0,Not Required,0.75,90.5,11,Low,green
KH-424/9,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-10-19,74,291,0,0,Pending,0.62,93.6,103,High,red
KH-370/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-07-09,176,189,0,0,Not Required,0.92,0.0,0,Low,green
KH-669/8,Rampur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-11-20,42,323,0,0,Approved,0.56,0.0,46,Medium,yellow
KH-578/7,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-05-05,241,124,1,0,Not Required,0.65,0.0,182,Critical,red
KH-215/3,Rampur,Dedicated Freight Corridor,Section 11 (Notice),2024-09-04,119,246,1,0,Pending,1.01,0.0,208,Critical,red
KH-379/4,Sultanpur,NH-44 Expansion,Possession Taken,2023-11-21,407,-42,0,0,Approved,0.8,100.0,0,Low,green
KH-886/8,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-12-04,28,337,0,0,Not Required,0.6,93.8,0,Low,green
KH-208/6,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-04-26,250,115,0,0,Not Required,0.98,0.0,7,Low,green
KH-375/1,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2024-04-30,246,119,1,0,Approved,0.63,100.0,172,High,green
KH-917/1,Fatehpur,NH-44 Expansion,Possession Taken,2024-02-13,323,42,1,0,Not Required,0.67,100.0,132,High,green
KH-889/7,Rampur,NH-44 Expansion,Section 15 (Hearing),2024-09-25,98,267,0,0,Not Required,0.67,0.0,0,Low,green
KH-769/3,Rampur,Dedicated Freight Corridor,Award Enquiry,2023-11-03,425,-60,1,1,Pending,0.7,33.2,419,Critical,red
KH-624/4,Mehrauli Dehat,PMGSY Phase-3 Link Road,Award Enquiry,2024-04-18,258,107,1,0,Approved,0.59,26.0,193,Critical,red
KH-544/7,Rampur,NH-44 Expansion,Possession Taken,2024-06-26,189,176,0,1,Approved,1.08,100.0,220,Critical,green
KH-607/9,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-04-22,254,111,0,0,Not Required,0.71,89.0,0,Low,green
KH-230/5,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-05-13,233,132,0,0,Approved,0.61,100.0,0,Low,green
KH-776/5,Bhatinda Khurd,Dedicated Freight Corridor,Possession Taken,2024-11-06,56,309,0,1,Not Required,0.94,100.0,124,High,green
KH-283/3,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-11-05,57,308,0,0,Approved,0.69,0.0,7,Low,green
KH-841/8,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2023-10-31,428,-63,1,0,Pending,0.59,100.0,223,Critical,green
KH-544/9,Rampur,NH-44 Expansion,Award Enquiry,2024-10-19,74,291,0,1,Approved,0.41,72.6,348,Critical,red
KH-862/8,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2023-11-02,426,-61,1,0,Pending,0.61,9.4,141,High,red
KH-765/4,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-16,169,196,1,0,Pending,0.94,0.0,195,Critical,red
KH-256/8,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-05-01,245,120,0,0,Not Required,0.81,0.0,0,Low,green
KH-953/7,Rampur,Dedicated Freight Corridor,Section 11 (Notice),2024-10-26,67,298,1,0,Not Required,0.84,0.0,160,High,red
KH-667/5,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-04-13,263,102,0,0,Not Required,0.76,77.1,12,Low,green
KH-162/9,Rampur,PMGSY Phase-3 Link Road,Possession Taken,2024-07-09,176,189,0,0,Not Required,0.79,100.0,0,Low,green
KH-584/2,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2023-12-26,372,-7,0,0,Not Required,0.71,40.5,10,Low,green
KH-548/4,Sultanpur,Delhi-Amritsar Expressway,Possession Taken,2024-01-02,365,0,1,0,Approved,0.64,100.0,198,Critical,green
KH-579/3,Bhatinda Khurd,PMGSY Phase-3 Link Road,Award Enquiry,2023-10-18,441,-76,0,1,Not Required,1.06,72.4,280,Critical,red
KH-964/3,Sultanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-12-30,368,-3,0,0,Approved,0.92,73.4,0,Low,green
KH-720/8,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-07-15,170,195,0,0,Pending,0.56,66.2,143,High,red
KH-262/3,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-06-28,187,178,1,0,Not Required,0.7,0.0,152,High,red
KH-598/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2023-11-19,409,-44,1,0,Not Required,1.01,0.0,248,Critical,red
KH-206/1,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-10-24,69,296,0,1,Approved,0.95,0.0,148,High,red
KH-991/4,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-12-21,377,-12,1,0,Approved,0.71,22.7,88,Medium,yellow
KH-938/3,Rampur,Delhi-Amritsar Expressway,Award Enquiry,2024-05-19,227,138,0,0,Not Required,0.94,30.4,16,Low,green
KH-393/9,Kalyanpur,NH-44 Expansion,Section 19 (Declaration),2024-06-10,205,160,0,0,Approved,0.9,57.0,4,Low,green
KH-871/9,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2023-11-03,425,-60,1,0,Approved,0.7,0.0,143,High,red
KH-130/8,Kalyanpur,NH-44 Expansion,Possession Taken,2024-11-12,50,315,0,0,Approved,0.46,100.0,53,Medium,green
KH-544/1,Mehrauli Dehat,NH-44 Expansion,Section 15 (Hearing),2024-02-27,309,56,0,0,Not Required,0.44,0.0,66,Medium,yellow
KH-817/9,Shahpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-06-24,191,174,0,0,Approved,0.41,48.2,81,Medium,yellow
KH-513/8,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2024-02-02,334,31,1,0,Approved,0.95,100.0,170,High,green
KH-931/7,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-11-04,58,307,0,0,Not Required,0.43,51.7,54,Medium,yellow
KH-318/2,Sultanpur,Dedicated Freight Corridor,Possession Taken,2024-06-26,189,176,0,0,Not Required,0.93,100.0,18,Low,green
