project_id,project_name,district,state,latitude,longitude,land_area_acres,comp_offered_lakhs,comp_demanded_lakhs,litigation_cases,title_dispute_count,comp_disbursal_delay_months,public_objections_count,slao_officer_vacant,forest_clearance_status,env_clearance_status,delay_risk_label,source_portal
PRJ_MST_1993,Power Grid Line Project #993 (Uttarakhand),Central Division,UTTARAKHAND,22.2629,83.3427,61.05,700.62,939.17,7,3,19,73,0,APPROVED,APPROVED,75.56,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1994,Urban Transit Corridor Project #994 (West Bengal),Central Division,WEST BENGAL,22.4737,75.6899,80.93,956.23,1200.43,1,2,32,79,0,APPROVED,PENDING,73.46,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1995,Industrial Zone Project #995 (Andaman And Nicobar Islands),Central Division,ANDAMAN AND NICOBAR ISLANDS,21.6694,83.344,265.38,2821.67,4072.82,1,2,13,6,0,APPROVED,APPROVED,46.83,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1996,Bulk Water Pipeline Project #996 (Andhra Pradesh),Central Division,ANDHRA PRADESH,19.1216,80.8851,89.83,875.33,1388.34,1,0,35,3,0,PENDING,APPROVED,66.18,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1997,Highway Project #997 (Arunachal Pradesh),Central Division,ARUNACHAL PRADESH,24.5367,80.0389,81.67,861.75,1453.79,1,2,16,90,0,APPROVED,REJECTED,71.24,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1998,Freight Corridor Project #998 (Assam),Central Division,ASSAM,27.152,91.9722,340.44,3098.15,3945.9,3,1,20,51,0,APPROVED,APPROVED,55.34,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1999,Power Grid Line Project #999 (Bihar),Central Division,BIHAR,26.5608,84.9438,293.5,3103.56,4387.82,4,3,15,118,1,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2000,Urban Transit Corridor Project #1000 (Chandigarh),Central Division,CHANDIGARH,24.2187,83.0308,182.73,1470.06,2333.14,5,4,15,88,0,APPROVED,APPROVED,74.07,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2001,Industrial Zone Project #1001 (Chhattisgarh),Central Division,CHHATTISGARH,19.4845,75.4759,209.91,1291.24,2150.43,1,6,19,30,1,APPROVED,APPROVED,75.13,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2002,Bulk Water Pipeline Project #1002 (Dadra And Nagar Haveli),Central Division,DADRA AND NAGAR HAVELI,21.0559,80.8935,97.95,673.42,1064.47,0,3,28,74,0,REJECTED,PENDING,91.65,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2003,Highway Project #1003 (Daman And Diu),Central Division,DAMAN AND DIU,22.2569,76.2313,226.22,2632.58,4388.91,7,2,27,111,1,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2004,Freight Corridor Project #1004 (Delhi),Central Division,DELHI,24.3401,76.8721,82.07,736.63,1012.63,2,2,7,83,1,APPROVED,PENDING,70.16,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2005,Power Grid Line Project #1005 (Goa),Central Division,GOA,24.8841,75.9784,129.72,1316.93,1687.9,1,2,23,35,1,REJECTED,PENDING,93.45,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2006,Urban Transit Corridor Project #1006 (Gujarat),Central Division,GUJARAT,20.4009,77.4262,264.06,2166.42,3386.15,7,1,2,53,1,APPROVED,PENDING,86.04,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2007,Industrial Zone Project #1007 (Haryana),Central Division,HARYANA,22.9427,81.5445,37.07,409.62,687.95,1,1,24,53,0,APPROVED,PENDING,66.33,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2008,Bulk Water Pipeline Project #1008 (Himachal Pradesh),Central Division,HIMACHAL PRADESH,21.6092,78.9815,111.32,917.32,1370.36,7,2,18,118,0,APPROVED,PENDING,88.15,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2009,Highway Project #1009 (Jammu And Kashmir),Central Division,JAMMU AND KASHMIR,24.1239,80.6422,101.74,684.97,965.93,3,4,32,16,0,APPROVED,APPROVED,68.82,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2010,Freight Corridor Project #1010 (Jharkhand),Central Division,JHARKHAND,19.7949,78.5251,221.57,2241.42,2965.28,3,1,1,108,0,PENDING,APPROVED,59.76,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2011,Power Grid Line Project #1011 (Karnataka),Central Division,KARNATAKA,18.4758,75.9915,168.71,1391.63,2277.65,2,1,14,74,0,PENDING,APPROVED,64.47,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2012,Urban Transit Corridor Project #1012 (Kerala),Central Division,KERALA,21.3711,82.2494,83.34,836.22,1197.43,1,2,21,29,1,PENDING,REJECTED,92.63,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2013,Industrial Zone Project #1013 (Lakshadweep),Central Division,LAKSHADWEEP,21.8075,84.2968,244.75,2546.44,4106.02,6,2,9,98,0,APPROVED,REJECTED,86.73,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2014,Bulk Water Pipeline Project #1014 (Madhya Pradesh),Central Division,MADHYA PRADESH,21.3204,83.4543,110.11,1229.96,2017.06,1,1,17,104,0,APPROVED,APPROVED,55.08,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2015,Highway Project #1015 (Maharashtra),Central Division,MAHARASHTRA,18.899,74.0779,56.12,370.76,538.67,3,0,21,101,1,PENDING,PENDING,93.33,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2016,Freight Corridor Project #1016 (Manipur),Central Division,MANIPUR,23.6552,80.7514,95.64,794.99,1157.54,3,3,26,21,0,APPROVED,REJECTED,83.68,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2017,Power Grid Line Project #1017 (Meghalaya),Central Division,MEGHALAYA,18.949,76.264,291.19,2503.5,3098.45,5,0,12,116,0,PENDING,APPROVED,74.65,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2018,Urban Transit Corridor Project #1018 (Mizoram),Central Division,MIZORAM,23.5884,76.6077,143.72,1492.37,2045.68,4,3,32,42,1,REJECTED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2019,Industrial Zone Project #1019 (Nagaland),Central Division,NAGALAND,22.6798,77.3132,41.36,264.49,410.37,2,1,4,111,0,APPROVED,REJECTED,64.2,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2020,Bulk Water Pipeline Project #1020 (Odisha),Central Division,ODISHA,24.5358,80.5474,334.99,3986.06,6068.99,7,6,25,114,0,PENDING,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2021,Highway Project #1021 (Puducherry),Central Division,PUDUCHERRY,19.1264,79.2269,22.05,232.98,327.04,0,2,12,26,1,APPROVED,PENDING,57.08,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2022,Freight Corridor Project #1022 (Punjab),Central Division,PUNJAB,24.8859,84.1947,304.59,2189.07,2672.03,5,2,26,36,1,PENDING,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2023,Power Grid Line Project #1023 (Rajasthan),Central Division,RAJASTHAN,25.0669,80.0378,64.9,514.37,770.12,4,2,13,45,1,APPROVED,REJECTED,83.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2024,Urban Transit Corridor Project #1024 (Sikkim),Central Division,SIKKIM,25.7618,76.6212,293.54,3517.9,5282.37,2,4,23,112,0,REJECTED,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2025,Industrial Zone Project #1025 (Tamil Nadu),Central Division,TAMIL NADU,10.1581,79.1342,338.92,3505.64,5622.74,2,1,2,34,1,APPROVED,REJECTED,68.87,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2026,Bulk Water Pipeline Project #1026 (Telangana),Central Division,TELANGANA,18.6648,84.6863,25.67,280.27,374.62,5,2,29,3,0,PENDING,APPROVED,81.91,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2027,Highway Project #1027 (Tripura),Central Division,TRIPURA,20.9852,76.0944,325.7,3181.22,3948.99,3,4,34,79,0,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2028,Freight Corridor Project #1028 (Uttar Pradesh),Central Division,UTTAR PRADESH,26.6557,81.5884,45.9,466.37,693.09,1,1,13,79,0,APPROVED,PENDING,56.51,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2029,Power Grid Line Project #1029 (Uttarakhand),Central Division,UTTARAKHAND,19.5676,80.7077,223.42,2349.53,3810.38,3,3,11,84,0,PENDING,APPROVED,72.96,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2030,Urban Transit Corridor Project #1030 (West Bengal),Central Division,WEST BENGAL,18.2489,83.4171,220.73,1618.69,2440.33,5,4,27,25,0,APPROVED,PENDING,81.82,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2031,Industrial Zone Project #1031 (Andaman And Nicobar Islands),Central Division,ANDAMAN AND NICOBAR ISLANDS,19.2938,75.9355,78.43,577.78,932.01,1,1,28,99,0,APPROVED,APPROVED,60.38,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2032,Bulk Water Pipeline Project #1032 (Andhra Pradesh),Central Division,ANDHRA PRADESH,23.0416,76.2917,115.02,1117.94,1560.04,7,5,16,18,0,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2033,Highway Project #1033 (Arunachal Pradesh),Central Division,ARUNACHAL PRADESH,20.9643,78.4037,169.79,1932.42,2849.81,4,2,20,80,0,PENDING,APPROVED,79.65,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2034,Freight Corridor Project #1034 (Assam),Central Division,ASSAM,27.1722,93.5954,171.0,1470.28,2280.23,5,1,22,44,1,APPROVED,APPROVED,79.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2035,Power Grid Line Project #1035 (Bihar),Central Division,BIHAR,25.0622,86.0108,284.05,3398.14,4298.07,2,3,19,25,0,REJECTED,APPROVED,77.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2036,Urban Transit Corridor Project #1036 (Chandigarh),Central Division,CHANDIGARH,18.0701,81.2043,194.76,1615.56,2178.27,2,1,10,21,0,APPROVED,PENDING,51.47,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2037,Industrial Zone Project #1037 (Chhattisgarh),Central Division,CHHATTISGARH,24.2075,78.8213,238.7,1771.67,2606.1,6,3,33,118,0,REJECTED,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2038,Bulk Water Pipeline Project #1038 (Dadra And Nagar Haveli),Central Division,DADRA AND NAGAR HAVELI,19.092,75.7946,224.56,2541.82,3540.92,7,2,9,57,0,PENDING,PENDING,86.39,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2039,Highway Project #1039 (Daman And Diu),Central Division,DAMAN AND DIU,22.7505,80.23,48.22,568.53,822.74,3,2,9,62,0,APPROVED,APPROVED,52.35,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2040,Freight Corridor Project #1040 (Delhi),Central Division,DELHI,22.0907,78.2534,167.76,1270.01,1819.67,3,2,5,119,0,APPROVED,APPROVED,57.35,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2041,Power Grid Line Project #1041 (Goa),Central Division,GOA,18.6205,81.9322,24.7,218.82,265.16,6,1,35,27,0,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2042,Urban Transit Corridor Project #1042 (Gujarat),Central Division,GUJARAT,24.1914,78.8218,222.09,2530.88,3799.56,5,2,23,64,1,APPROVED,PENDING,89.86,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2043,Industrial Zone Project #1043 (Haryana),Central Division,HARYANA,24.5295,76.8297,173.44,1246.52,1904.3,0,2,11,43,0,APPROVED,APPROVED,38.03,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2044,Bulk Water Pipeline Project #1044 (Himachal Pradesh),Central Division,HIMACHAL PRADESH,22.507,77.8366,245.17,1607.84,2647.07,3,0,22,99,0,APPROVED,PENDING,72.29,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2045,Highway Project #1045 (Jammu And Kashmir),Central Division,JAMMU AND KASHMIR,21.9433,77.7164,259.3,2617.16,3586.34,3,1,26,42,0,REJECTED,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2046,Freight Corridor Project #1046 (Jharkhand),Central Division,JHARKHAND,23.0066,78.5076,323.03,2468.03,3736.87,5,1,36,36,0,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2047,Power Grid Line Project #1047 (Karnataka),Central Division,KARNATAKA,20.2794,83.9922,38.76,291.08,472.17,5,0,5,65,0,PENDING,APPROVED,67.28,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2048,Urban Transit Corridor Project #1048 (Kerala),Central Division,KERALA,18.5532,79.6081,232.51,1473.08,1978.57,5,1,0,16,0,APPROVED,APPROVED,45.74,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2049,Industrial Zone Project #1049 (Lakshadweep),Central Division,LAKSHADWEEP,23.861,78.2127,307.16,2277.11,3284.69,2,2,5,39,0,APPROVED,REJECTED,61.53,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2050,Bulk Water Pipeline Project #1050 (Madhya Pradesh),Central Division,MADHYA PRADESH,19.0534,78.3722,185.49,1684.86,2513.51,1,3,21,37,1,APPROVED,APPROVED,67.86,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2051,Highway Project #1051 (Maharashtra),Central Division,MAHARASHTRA,20.1864,74.6057,191.31,1558.55,2257.57,0,3,23,84,0,REJECTED,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2052,Freight Corridor Project #1052 (Manipur),Central Division,MANIPUR,20.2712,77.9681,30.11,298.55,473.63,4,2,24,60,0,PENDING,PENDING,82.54,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2053,Power Grid Line Project #1053 (Meghalaya),Central Division,MEGHALAYA,25.6161,80.2771,152.09,1556.05,1945.64,6,4,14,8,1,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2054,Urban Transit Corridor Project #1054 (Mizoram),Central Division,MIZORAM,20.8652,84.3175,343.64,2644.97,4144.68,1,2,25,76,0,REJECTED,PENDING,88.71,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2055,Industrial Zone Project #1055 (Nagaland),Central Division,NAGALAND,23.1476,82.9615,127.63,1332.5,2219.39,1,2,7,74,1,APPROVED,REJECTED,76.85,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2056,Bulk Water Pipeline Project #1056 (Odisha),Central Division,ODISHA,18.9677,77.4715,125.72,1109.25,1496.26,0,5,23,60,0,PENDING,APPROVED,68.21,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2057,Highway Project #1057 (Puducherry),Central Division,PUDUCHERRY,21.5913,80.5765,87.99,801.98,1150.59,0,4,5,79,0,APPROVED,PENDING,53.28,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2058,Freight Corridor Project #1058 (Punjab),Central Division,PUNJAB,19.8113,79.1593,220.81,2176.52,3664.32,5,4,34,15,1,REJECTED,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2059,Power Grid Line Project #1059 (Rajasthan),Central Division,RAJASTHAN,23.6669,75.0402,145.1,1146.0,1609.19,0,7,0,1,1,APPROVED,APPROVED,49.53,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2060,Urban Transit Corridor Project #1060 (Sikkim),Central Division,SIKKIM,25.7883,79.0084,197.09,2218.52,3352.59,7,4,35,105,1,APPROVED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2061,Industrial Zone Project #1061 (Tamil Nadu),Central Division,TAMIL NADU,10.6629,78.1656,67.03,657.07,959.17,3,3,11,107,0,PENDING,REJECTED,94.29,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2062,Bulk Water Pipeline Project #1062 (Telangana),Central Division,TELANGANA,24.319,80.4956,84.25,698.37,1063.42,2,1,10,71,1,PENDING,REJECTED,91.62,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2063,Highway Project #1063 (Tripura),Central Division,TRIPURA,19.4155,79.1248,189.07,2215.44,3451.36,3,2,11,42,1,APPROVED,PENDING,70.28,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2064,Freight Corridor Project #1064 (Uttar Pradesh),Central Division,UTTAR PRADESH,28.3248,79.1824,315.61,2296.37,3381.63,6,6,6,41,0,REJECTED,APPROVED,91.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2065,Power Grid Line Project #1065 (Uttarakhand),Central Division,UTTARAKHAND,23.3022,80.163,157.9,1479.21,2067.4,7,2,10,76,0,APPROVED,APPROVED,70.87,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2066,Urban Transit Corridor Project #1066 (West Bengal),Central Division,WEST BENGAL,19.3696,81.3963,75.41,669.79,1074.22,7,1,35,56,0,APPROVED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2067,Industrial Zone Project #1067 (Andaman And Nicobar Islands),Central Division,ANDAMAN AND NICOBAR ISLANDS,22.1602,78.4885,184.61,1891.65,3071.29,6,0,30,80,1,PENDING,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2068,Bulk Water Pipeline Project #1068 (Andhra Pradesh),Central Division,ANDHRA PRADESH,24.0971,83.0267,186.14,2149.44,2690.85,0,0,32,102,0,APPROVED,APPROVED,54.34,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2069,Highway Project #1069 (Arunachal Pradesh),Central Division,ARUNACHAL PRADESH,23.4803,75.7338,223.79,1640.97,2470.14,3,4,12,87,0,PENDING,APPROVED,74.26,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2070,Freight Corridor Project #1070 (Assam),Central Division,ASSAM,26.3234,93.137,306.47,2268.67,3049.27,5,2,17,66,0,PENDING,APPROVED,74.91,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2071,Power Grid Line Project #1071 (Bihar),Central Division,BIHAR,25.4017,85.8496,39.37,449.23,609.07,0,5,23,29,0,REJECTED,APPROVED,79.57,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2072,Urban Transit Corridor Project #1072 (Chandigarh),Central Division,CHANDIGARH,25.6187,81.1633,157.31,1048.99,1542.29,2,0,8,115,0,PENDING,APPROVED,64.07,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2073,Industrial Zone Project #1073 (Chhattisgarh),Central Division,CHHATTISGARH,25.0516,76.2583,267.72,2179.01,2821.69,1,2,30,12,0,APPROVED,APPROVED,55.69,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2074,Bulk Water Pipeline Project #1074 (Dadra And Nagar Haveli),Central Division,DADRA AND NAGAR HAVELI,25.2028,77.2732,337.25,3059.67,5158.92,4,4,9,18,1,PENDING,APPROVED,81.75,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2075,Highway Project #1075 (Daman And Diu),Central Division,DAMAN AND DIU,19.7458,76.1755,61.09,493.41,666.16,0,2,1,6,0,REJECTED,REJECTED,69.73,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2076,Freight Corridor Project #1076 (Delhi),Central Division,DELHI,20.7282,77.253,172.55,1662.52,2699.24,1,3,14,8,1,PENDING,APPROVED,72.23,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2077,Power Grid Line Project #1077 (Goa),Central Division,GOA,19.6025,81.4915,310.34,2718.48,4380.09,6,2,2,82,0,APPROVED,APPROVED,61.31,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2078,Urban Transit Corridor Project #1078 (Gujarat),Central Division,GUJARAT,25.3582,77.2927,60.61,383.48,521.55,1,2,30,108,0,APPROVED,PENDING,74.24,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2079,Industrial Zone Project #1079 (Haryana),Central Division,HARYANA,19.4063,77.9187,150.26,1345.47,1799.28,6,0,5,53,0,REJECTED,APPROVED,74.64,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2080,Bulk Water Pipeline Project #1080 (Himachal Pradesh),Central Division,HIMACHAL PRADESH,18.2554,76.3133,81.81,639.02,1007.16,3,4,2,103,0,APPROVED,REJECTED,75.21,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2081,Highway Project #1081 (Jammu And Kashmir),Central Division,JAMMU AND KASHMIR,24.6317,77.2902,35.28,335.92,405.09,7,5,10,85,0,APPROVED,PENDING,87.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2082,Freight Corridor Project #1082 (Jharkhand),Central Division,JHARKHAND,22.953,82.7012,215.24,1459.77,2367.65,7,2,14,81,1,APPROVED,APPROVED,85.64,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2083,Power Grid Line Project #1083 (Karnataka),Central Division,KARNATAKA,18.4271,78.8643,325.05,3186.19,5352.53,5,3,27,60,0,APPROVED,APPROVED,76.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2084,Urban Transit Corridor Project #1084 (Kerala),Central Division,KERALA,18.2673,77.6351,107.09,653.23,937.44,6,6,9,86,0,APPROVED,REJECTED,91.18,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2085,Industrial Zone Project #1085 (Lakshadweep),Central Division,LAKSHADWEEP,23.5218,75.8138,342.74,4007.63,6656.11,5,2,6,1,0,PENDING,REJECTED,84.06,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2086,Bulk Water Pipeline Project #1086 (Madhya Pradesh),Central Division,MADHYA PRADESH,20.5297,75.0825,85.56,652.86,852.39,5,3,14,49,0,APPROVED,APPROVED,64.17,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2087,Highway Project #1087 (Maharashtra),Central Division,MAHARASHTRA,19.2084,74.8102,321.39,2382.35,3485.97,4,3,17,113,1,APPROVED,PENDING,91.63,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2088,Freight Corridor Project #1088 (Manipur),Central Division,MANIPUR,25.1463,76.2564,137.48,1446.75,1988.99,1,1,17,74,0,PENDING,APPROVED,61.35,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2089,Power Grid Line Project #1089 (Meghalaya),Central Division,MEGHALAYA,21.7803,82.896,220.46,2472.98,2992.36,1,2,23,30,0,PENDING,REJECTED,77.43,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2090,Urban Transit Corridor Project #1090 (Mizoram),Central Division,MIZORAM,19.9225,84.4225,221.07,2093.1,3168.51,3,5,1,32,0,APPROVED,APPROVED,48.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2091,Industrial Zone Project #1091 (Nagaland),Central Division,NAGALAND,20.7883,76.5303,46.6,457.95,736.76,3,1,19,77,0,APPROVED,REJECTED,79.18,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2092,Bulk Water Pipeline Project #1092 (Odisha),Central Division,ODISHA,22.9089,83.7024,347.99,3700.1,4752.41,2,3,33,79,0,PENDING,PENDING,86.9,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2093,Highway Project #1093 (Puducherry),Central Division,PUDUCHERRY,19.2588,75.014,277.34,2014.29,2466.4,0,3,25,10,0,PENDING,PENDING,68.76,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2094,Freight Corridor Project #1094 (Punjab),Central Division,PUNJAB,21.3922,80.0089,69.74,805.48,1035.98,4,3,6,32,0,REJECTED,PENDING,89.6,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2095,Power Grid Line Project #1095 (Rajasthan),Central Division,RAJASTHAN,25.5154,81.7451,185.59,2217.61,2707.9,7,2,29,6,0,APPROVED,APPROVED,73.31,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2096,Urban Transit Corridor Project #1096 (Sikkim),Central Division,SIKKIM,24.1321,78.3783,229.36,2701.75,4068.18,2,2,4,30,0,REJECTED,APPROVED,62.42,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2097,Industrial Zone Project #1097 (Tamil Nadu),Central Division,TAMIL NADU,10.8146,78.8609,59.76,714.22,1110.72,0,2,10,47,1,APPROVED,APPROVED,47.11,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2098,Bulk Water Pipeline Project #1098 (Telangana),Central Division,TELANGANA,22.8301,82.413,85.3,707.16,1093.55,1,0,0,109,0,APPROVED,APPROVED,36.96,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2099,Highway Project #1099 (Tripura),Central Division,TRIPURA,20.1409,78.4093,203.09,1843.8,2888.26,1,1,33,46,1,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2100,Freight Corridor Project #1100 (Uttar Pradesh),Central Division,UTTAR PRADESH,28.4952,79.2263,23.3,222.65,356.54,5,0,0,77,1,PENDING,APPROVED,75.48,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_2101,Power Grid Line Project #1101 (Uttarakhand),Central Division,UTTARAKHAND,18.8174,81.0033,153.66,1708.56,2200.81,1,0,18,91,0,REJECTED,APPROVED,68.41,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
